fds,Ticker,Name,Price-to-Earnings,Price-to-Book,Book-to-Market,Dividends,Div_per_share,Common shares,Ave_shares_diluted,MCAP,Total-_Equity,Book_value_per_share,Sectore
1,RDC,ROWAN COMPANIES PLC,-8.62,0.37,2.66,0.00,0.00,127068684.00,127900000.00,2493.53,5088.80,40.16,Oil & Gas - Drilling
1,RCL,ROYAL CARIBBEAN CRUISES LTD,12.71,1.91,0.53,-509.76,2.41,208996396.00,212749000.00,25843.32,11875.91,53.54,Travel & Leisure
1,RES,RPC Inc,13.42,3.02,,-94.93,0.45,,,3632.72,976.60,4.58,Oil & Gas - Services
1,RPM,RPM INTERNATIONAL INC/DE/,28.20,5.09,0.19,-170.10,1.30,132718176.00,137348500.00,8083.72,1613.38,12.26,Chemicals
1,RSPP,RSP Permian Inc,26.54,1.70,0.58,0.00,0.00,159424148.00,158352000.00,7625.26,4410.80,28.11,Oil & Gas - Drilling
1,RUBI,"RUBICON PROJECT, INC.",-2.78,1.97,0.50,0.00,0.00,50751765.00,50188000.00,182.70,117.75,2.35,Application Software
1,RT,RUBY TUESDAY INC,-1.90,0.49,2.05,0.00,0.00,60564134.00,60294250.00,145.35,297.62,4.94,Restaurants
1,RMBL,"RumbleON, Inc.",-4.07,5.76,0.18,0.00,,12928541.00,,66.97,13.30,1.00,Retail - Apparel & Specialty
1,R,Ryder System,3.73,1.02,0.97,-107.76,2.06,53088113.00,52773250.00,3770.80,2918.40,55.69,Consulting & Outsourcing
1,SPGI,"S&P Global, Inc.",27.49,19.23,0.05,-484.00,1.92,250900000.00,254525000.00,48651.68,2443.00,3.59,Brokers & Exchanges
1,STBA,S&T BANCORP INC,16.26,1.55,0.64,-32.79,0.94,35006587.00,35019106.00,1468.63,919.78,26.45,Banks
1,SANW,S&W Seed Co,-21.29,0.71,1.28,0.00,0.00,25965468.00,23640236.00,65.97,86.66,3.67,Consumer Packaged Goods
1,SBRA,"Sabra Health Care REIT, Inc.",,1.00,1.00,,,178284975.00,178887464.00,,3367.26,18.83,REITs
1,SAFT,SAFETY INSURANCE GROUP INC,17.40,1.86,0.53,-48.76,3.24,15286610.00,15205550.00,1299.22,711.87,47.26,Insurance - Property & Casualty
1,SWY,SAFEWAY INC,70.82,1.47,0.67,-251.80,1.10,231400000.00,230700000.00,8122.14,5450.40,23.82,
1,SGA,SAGA COMMUNICATIONS INC,8.26,1.09,,-13.64,2.34,,5826500.00,210.69,184.16,31.61,Entertainment
1,SALM,"SALEM MEDIA GROUP, INC. /DE/",,,,,,26169122.00,26311659.00,86.10,,,Entertainment
1,CRM,SALESFORCE COM INC,139.54,6.85,0.14,0.00,0.00,765000000.00,770181500.00,112483.46,14693.00,19.84,Application Software
1,SLNM,SALON MEDIA GROUP INC,-0.88,-1.69,-0.52,0.00,0.00,151056477.00,150182000.00,4.53,-2.34,-0.07,
1,SAFM,SANDERSON FARMS INC,12.69,1.48,0.67,-50.10,2.23,22837956.00,22480500.00,2315.38,1525.01,67.84,Consumer Packaged Goods
1,SNDK,SANDISK CORP,36.16,2.74,0.36,-126.98,0.63,202935277.00,209368500.00,15459.61,5639.83,26.25,Computer Hardware
1,SGMO,"SANGAMO THERAPEUTICS, INC",-18.88,3.12,0.29,0.00,0.00,102092863.00,92632250.00,,379.91,4.10,Biotechnology
1,SANM,SANMINA CORP,-18.73,1.21,0.84,0.00,0.00,68264736.00,69833000.00,1756.91,1472.84,21.09,Computer Hardware
1,SANP,SANTO MINING CORP.,,0.00,0.00,,,422346953.00,107032190.00,0.00,1.99,0.02,
1,SRPT,"Sarepta Therapeutics, Inc.",-32.61,13.32,0.07,0.00,0.00,66823624.00,64847000.00,,639.85,9.83,Biotechnology
1,GSEG,"SATYA WORLDWIDE, INC.",,-93.57,-0.01,0.00,0.00,78838546.00,62486857.00,64.14,-0.67,-0.01,
1,BFS,SAUL CENTERS INC,,,,,,22600000.00,22298250.00,1124.64,,,REITs
1,SBAC,SBA COMMUNICATIONS CORP,-9516.88,-6.17,-0.17,0.00,0.00,113321450.00,116256250.00,17842.31,-3145.08,-27.15,Communication Services
1,SCG,SCANA CORP,,1.14,0.88,-277.00,1.94,142619243.00,,5599.47,5391.00,37.69,Utilities - Regulated
1,SCSC,SCANSOURCE INC,21.72,1.07,0.93,0.00,0.00,25607664.00,25668000.00,960.28,877.90,34.34,Computer Hardware
1,SLB,SCHLUMBERGER LIMITED/NV,-108.94,1.92,0.52,-2769.00,2.00,1384801810.00,1387500000.00,87055.62,36948.00,26.37,Oil & Gas - Services
1,SMIT,SCHMITT INDUSTRIES INC,72.66,1.03,0.89,0.00,0.00,3994545.00,3709998.00,11.34,9.39,2.56,Computer Hardware
1,SCHL,SCHOLASTIC CORP,-573.99,1.23,0.85,,,33433747.00,35000000.00,,1209.40,34.60,Publishing
1,SHLM,SCHULMAN A INC,48.16,15.58,0.06,-24.38,0.83,29509152.00,29615250.00,1298.40,83.23,2.47,Chemicals
1,SWM,SCHWEITZER MAUDUIT INTERNATIONAL INC,,1.45,0.68,-52.90,1.73,30767451.00,30660750.00,,568.70,18.64,Forest Products
1,SAIC,Science Applications International Corp,15.19,7.28,0.13,-54.00,1.30,42544462.00,42450000.00,3234.34,411.00,9.86,Application Software
1,SCND,SCIENTIFIC INDUSTRIES INC,27.57,1.02,,0.00,0.00,,1495086.00,5.23,5.78,3.87,Computer Hardware
1,SCRH,SCORES HOLDING CO INC,0.00,0.00,0.00,0.00,0.00,165186144.00,165186144.00,,-0.07,0.00,
1,SMG,SCOTTS MIRACLE-GRO CO,66.63,11.80,0.09,-120.00,2.14,55325650.00,57100000.00,4379.25,359.60,6.31,Agriculture
1,SNI,Scripps Networks Interactive Inc.,18.79,3.77,0.36,-156.68,1.20,96250145.00,131063000.00,8666.36,3111.19,21.34,Entertainment
1,SEB,Seaboard Corp,43.32,1.23,0.82,-7.00,5.98,1170550.00,,4360.30,3426.00,2914.87,Conglomerates
1,STX,Seagate Technology,8.34,6.56,0.15,-904.00,3.15,286201437.00,292000000.00,13443.12,1846.00,6.43,Computer Hardware
1,SEE,Sealed Air,-147.79,-13.50,-0.08,-106.60,0.65,156925124.00,164650000.00,6133.33,-445.70,-2.71,Packaging & Containers
1,SHLD,SEARS HOLDINGS CORP,-0.01,0.00,-231.52,0.00,0.00,109236080.00,108475000.00,68.67,-5311.00,-48.96,Retail - Apparel & Specialty
1,SHO,"SEARS HOMETOWN & OUTLET STORES, INC.",-5.80,2.18,0.46,0.00,0.00,22702132.00,22711750.00,366.19,150.23,0.00,REITs
1,SPNE,SeaSpine Holdings Corp,-7.74,2.59,0.30,0.00,0.00,18532759.00,14211500.00,263.31,94.21,6.63,Medical Devices
1,SGEN,SEATTLE GENETICS INC /WA,-57.77,6.54,0.15,0.00,0.00,160145888.00,152441250.00,13141.58,1364.52,8.88,Biotechnology
1,SEAS,"SeaWorld Entertainment, Inc.",60.19,,,-0.33,0.00,,86732250.00,,373.34,,Travel & Leisure
1,SCWX,SecureWorks Corp,-61.28,1.93,0.51,0.00,0.00,81729000.00,80652250.00,1080.53,711.94,8.83,Application Software
1,SEIC,SEI INVESTMENTS CO,,,0.20,-94.32,,155540268.00,162409000.00,9277.83,1630.51,,Asset Management
1,SIGI,SELECTIVE INSURANCE GROUP INC,,,0.46,-40.82,,58888985.00,59357000.00,3553.64,1738.52,,Insurance - Property & Casualty
1,SEMG,SemGroup Corp,,,1.49,,,79038619.00,78149750.00,1738.85,1909.31,,Oil & Gas - Midstream
1,LEDS,SemiLEDs Corp,-4.11,2.45,,0.00,0.00,,3550000.00,15.79,5.00,1.41,Semiconductors
1,SRE,Sempra Energy,,1.54,0.62,-892.00,3.40,273660222.00,263425000.00,30692.82,19111.00,54.71,Utilities - Regulated
1,SMTC,SEMTECH CORP,65.06,4.55,0.22,0.00,0.00,65808898.00,68351000.00,3457.49,692.94,10.47,Semiconductors
1,SNH,Senior Housing Properties Trust,6.95,0.94,1.06,-370.71,1.56,237730650.00,237516250.00,3928.25,3394.48,13.62,REITs
1,ST,Sensata Technologies Holding plc,15.83,3.06,0.34,0.00,0.00,164146335.00,171687250.00,,2355.50,13.83,Computer Hardware
1,SXT,SENSIENT TECHNOLOGIES CORP,20.24,3.30,0.31,-56.54,1.33,42275048.00,42801000.00,3294.20,846.17,19.83,Chemicals
1,SQBG,"Sequential Brands Group, Inc.",-0.34,0.17,5.96,0.00,0.00,64285289.00,63435543.00,100.68,348.50,4.37,Manufacturing - Apparel & Furniture
1,SERV,SERVICEMASTER GLOBAL HOLDINGS INC,12.29,4.43,0.25,,,135673040.00,152286500.00,,1423.00,9.37,Business Services
1,NOW,"ServiceNow, Inc.",-382.56,31.26,0.03,0.00,0.00,179300000.00,176313052.00,33196.14,1020.18,5.79,Application Software
1,SVT,SERVOTRONICS INC /DE/,-2.07,-0.20,1.08,-0.40,-0.72,2582773.00,-569845.00,25.52,30.94,-54.99,Computer Hardware
1,SEV,"SEVCON, INC.",-10.68,7.11,0.13,-0.42,0.08,5693408.00,5227000.00,125.08,16.28,3.11,Semiconductors
1,SSC,"Seven Stars Cloud Group, Inc.",,2.57,0.27,0.00,0.00,102266066.00,68852373.00,254.54,43.36,0.63,Application Software
1,SHAK,Shake Shack Inc.,378.77,5.12,0.14,0.00,0.00,37060276.00,27805000.00,2265.68,271.58,8.14,Restaurants
1,SMED,SHARPS COMPLIANCE CORP,-73.60,1.94,0.52,0.00,0.00,16082021.00,16054000.00,51.78,25.68,1.60,Waste Management
1,CK00015317,Shea Homes Limited Partnership,,,,0.00,,,,,,,
1,SHW,Sherwin-Williams,19.81,9.49,0.10,-322.55,3.46,93626317.00,95125694.00,41342.52,3974.84,42.67,Chemicals
1,SHLO,SHILOH INDUSTRIES INC,10.35,0.94,1.05,0.00,0.00,23398565.00,23197000.00,213.50,209.08,9.05,Industrial Products
1,SHPGF,Shire plc,11.56,1.49,0.67,-323.20,0.35,914818708.00,915650000.00,53995.20,37290.20,40.93,Drug Manufacturers
1,SCVL,SHOE CARNIVAL INC,,,0.50,-4.81,0.31,15434279.00,15665500.00,588.40,307.30,,Retail - Apparel & Specialty
1,SHOR,ShoreTel Inc,-41.05,2.53,0.39,0.00,0.00,69152947.00,68100000.00,518.65,202.19,2.97,Communication Equipment
1,SFLY,SHUTTERFLY INC,-97.76,3.11,0.32,0.00,0.00,33604472.00,33918000.00,2119.29,487.20,14.80,Personal Services
1,SSTK,"Shutterstock, Inc.",31.77,4.95,0.20,0.00,0.00,35036943.00,35350500.00,1734.25,268.60,7.71,Online Media
1,SRRA,"Sierra Oncology, Inc.",,0.85,1.03,0.00,0.00,74365965.00,65253672.00,,107.07,1.64,Biotechnology
1,SIAL,SIGMA ALDRICH CORP,,,,,,119992547.00,120750000.00,,3358.00,28.04,
1,SIGM,SIGMA DESIGNS INC,-0.05,0.14,6.69,0.00,0.00,39989852.00,38527000.00,6.00,40.12,1.04,Semiconductors
1,SGMA,SIGMATRON INTERNATIONAL INC,-1.92,0.19,5.35,0.00,0.00,4230008.00,4169811.00,23.56,57.68,13.67,Computer Hardware
1,SIGN,"SIGNET INTERNATIONAL HOLDINGS, INC.",0.00,0.18,5.49,0.00,0.00,10402145.00,10402145.00,1.14,6.29,0.60,Conglomerates
1,SIG,SIGNET JEWELERS LTD,-8.01,0.94,1.16,-109.80,1.93,51912259.00,61875000.00,3668.23,1963.80,23.76,Retail - Apparel & Specialty
1,SSNI,SILVER SPRING NETWORKS INC,-19.68,-22.10,-0.04,0.00,0.00,54127000.00,52571750.00,880.11,-38.96,-0.74,Computer Hardware
1,SSNT,"SilverSun Technologies, Inc.",-15.13,2.77,0.36,-0.18,0.04,4500755.00,4613707.00,16.43,4.54,1.01,Application Software
1,SPG,SIMON PROPERTY GROUP INC /DE/,25.00,14.01,0.07,,,309217683.00,310011368.00,54085.26,4095.44,10.78,REITs
1,SIMU,SIMULATIONS PLUS INC,,,,-4.16,0.24,17420197.00,17860392.00,,31.92,1.84,
1,SBGI,SINCLAIR BROADCAST GROUP INC,5.59,2.04,0.49,-73.52,0.72,101750514.00,102859500.00,2991.47,1585.55,15.91,Entertainment
1,SINO,"Sino-Global Shipping America, Ltd.",-6.56,0.52,1.67,0.00,0.00,13575535.00,12770014.00,12.93,18.60,1.98,Transportation & Logistics
1,SIRI,SIRIUS XM HOLDINGS INC.,31.96,-20.76,-0.05,-198.39,0.04,4441648517.00,4607148750.00,27768.21,-1375.38,-0.31,Entertainment
1,SITE,"SiteOne Landscape Supply, Inc.",31.30,8.23,0.12,0.00,0.00,40835109.00,43601581.00,2866.33,304.10,7.56,Industrial Distribution
1,SKX,SKECHERS USA INC,22.29,1.92,0.51,0.00,0.00,160215218.00,157048250.00,4176.81,2167.26,12.96,Manufacturing - Apparel & Furniture
1,SKY,SKYLINE CORP,2.44,-0.35,0.03,0.00,0.00,56713294.00,8622814.00,246.37,31.31,-50.75,Homebuilding & Construction
1,SWKS,"SKYWORKS SOLUTIONS, INC.",13.56,3.04,0.34,-243.20,1.34,177531995.00,183200000.00,15669.83,4097.00,22.60,Semiconductors
1,SLG,SL GREEN REALTY CORP,26.86,1.23,0.86,-318.85,3.55,85270726.00,94624000.00,8378.06,7036.20,66.77,REITs
1,SLM,SLM CORP,11.82,1.55,0.64,-14.58,0.03,435661454.00,439346750.00,4723.88,2840.34,5.62,Credit Services
1,SFS,"Smart & Final Stores, Inc.",-2.96,0.96,1.00,0.00,0.00,76007689.00,72207686.00,428.94,423.47,5.84,Retail - Defensive
1,SGH,"SMART Global Holdings, Inc.",5.72,3.15,0.31,0.00,0.00,22605548.00,23119000.00,761.80,187.13,8.49,Semiconductors
1,AOS,Smith A O Corp,22.99,4.46,1.47,-116.60,0.68,26065487.00,172977259.00,1363.49,1756.20,10.26,Industrial Products
1,SMSI,SMITH MICRO SOFTWARE INC,-7.16,13.00,,-0.37,0.02,,19157500.00,64.01,3.14,0.16,Application Software
1,SMID,SMITH MIDLAND CORP,33.44,2.12,0.47,-0.26,0.05,5080395.00,5091057.00,40.80,18.24,3.60,
1,SFD,SMITHFIELD FOODS INC,,,12531500.00,,,1000.00,143550000.00,0.00,5012.60,,
1,SNAP,Snap Inc,-5.58,,,0.00,0.00,1258171112.00,1271195000.00,9775.99,,,Online Media
1,SNA,SNAP-ON Inc,14.00,2.79,0.36,-185.30,3.28,56175480.00,57575000.00,10148.66,3184.10,56.03,Industrial Products
1,SRAX,"SOCIAL REALITY, Inc.",,,,0.00,0.00,8232830.00,9848905.00,36.02,,,Advertising & Marketing Services
1,SOHU,SOHU COM INC,-1.48,0.41,0.19,0.00,0.00,503019817.00,38881250.00,664.43,1762.61,17.09,Online Media
1,WNDW,"SolarWindow Technologies, Inc.",-16.03,-30.31,,0.00,0.00,,36020453.00,56.62,-3.62,-0.10,
1,SOLS,SOLLENSYS CORP.,,,0.00,,,500075386.00,,0.00,0.12,,
1,SONC,SONIC CORP,22.88,-5.64,-0.19,-23.91,0.64,35687663.00,38086000.00,1609.18,-288.85,-7.68,Restaurants
1,SOFO,SONIC FOUNDRY INC,-1.69,1.90,0.48,0.00,0.00,4916864.00,4521756.00,7.42,3.53,0.31,Application Software
1,SOTK,SONO TEK CORP,113.07,5.04,,0.00,0.00,,15188182.00,40.52,8.49,0.57,Computer Hardware
1,SORL,SORL Auto Parts Inc,4.38,0.27,,0.00,0.00,,19304921.00,78.18,200.71,8.93,Autos
1,SRNE,"Sorrento Therapeutics, Inc.",,1.95,0.61,,,122273467.00,146050731.00,464.59,223.56,1.52,Biotechnology
1,BID,SOTHEBYS,20.39,4.51,,0.00,0.00,,52477500.00,2325.44,452.48,8.71,Retail - Apparel & Specialty
1,SOHO,Sotherly Hotels Inc.,-15.66,1.04,0.92,-5.62,0.42,14209378.00,13532189.00,100.40,88.50,6.52,REITs
1,SFBC,"Sound Financial Bancorp, Inc.",13.18,1.23,0.80,-1.26,0.51,2539814.00,2552677.00,100.32,70.59,28.23,Banks
1,SJI,SOUTH JERSEY INDUSTRIES INC,-105.21,2.10,0.46,-90.19,1.10,85506217.00,82167750.00,3020.81,1234.83,15.02,Utilities - Regulated
1,SO,SOUTHERN CO,19.59,1.70,0.58,-2389.00,2.36,1028888684.00,1020000000.00,44218.11,28389.00,24.55,Utilities - Regulated
1,SNGC,"SOUTHERN NATURAL GAS COMPANY, L.L.C.",,,,0.00,,,,,1702.00,,
1,LUV,SOUTHWEST AIRLINES CO,8.27,3.00,0.34,-332.00,0.57,562306592.00,583000000.00,35472.36,10153.00,17.48,Airlines
1,SWX,Southwest Gas Corp,18.84,2.03,0.49,-98.16,2.00,49431933.00,48783500.00,3900.36,1945.78,39.74,Utilities - Regulated
1,SWN,SOUTHWESTERN ENERGY CO,5.70,1.37,0.70,-35.00,0.06,581277782.00,561923347.00,3095.68,2205.00,3.94,Oil & Gas - E&P
1,SPAN,SPAN AMERICA MEDICAL SYSTEMS INC,16.41,2.88,0.35,-1.76,0.64,2755625.00,2767613.00,82.64,28.67,10.43,Medical Instruments & Equipment
1,SBSAA,SPANISH BROADCASTING SYSTEM INC,0.04,,,,,380000.00,6734500.00,0.92,,,
1,LOV,SPARK NETWORKS INC,-42.97,20.27,0.05,0.00,0.00,32176023.00,,373.24,17.92,0.57,Online Media
1,SE,Spectra Energy Corp.,12.94,0.78,1.27,-1127.00,1.62,702293575.00,696000000.00,9073.63,11539.00,10.31,Application Software
1,FCCN,SPECTRAL CAPITAL Corp,0.00,,,0.00,0.00,117857623.00,117857623.00,0.00,,,
1,SPNC,SPECTRANETICS CORP,,,0.02,0.00,,43896489.00,43366735.00,1687.82,41.19,,Medical Devices
1,SPB,"Spectrum Brands Holdings, Inc.",13.82,2.70,0.39,-97.40,1.69,55352755.00,58075000.00,4408.85,1705.50,29.34,Manufacturing - Apparel & Furniture
1,SPPI,SPECTRUM PHARMACEUTICALS INC,-12.68,4.39,0.22,0.00,0.00,106913392.00,101903871.00,1635.75,286.78,2.81,Biotechnology
1,LG,SPIRE INC,14.59,1.38,0.70,-108.70,2.21,50676192.00,49300000.00,3225.59,2263.30,45.93,Utilities - Regulated
1,SPR,"Spirit AeroSystems Holdings, Inc.",16.62,,,,,106499459.00,111650000.00,9625.42,,,Aerospace & Defense
1,SAVE,"Spirit Airlines, Inc.",11.66,1.98,0.51,0.00,0.00,68264513.00,68483750.00,2999.62,1833.78,26.82,Airlines
1,SRC,Spirit Realty Capital Inc,,,,-10.29,0.02,428476552.00,438802569.00,3317.11,,,REITs
1,SPLK,SPLUNK INC,-49.12,10.99,0.09,0.00,0.00,147783032.00,148824250.00,15395.71,1421.87,9.95,Application Software
1,S,SPRINT Corp,3.32,0.89,1.11,0.00,0.00,4077576840.00,4107000000.00,26154.81,28464.00,7.07,Communication Services
1,SFM,"Sprouts Farmers Market, Inc.",19.43,5.62,0.18,0.00,0.00,127603836.00,131684250.00,3417.36,641.30,4.92,Retail - Defensive
1,SPXC,SPX CORP,,3.41,0.29,0.00,0.00,43392063.00,44914500.00,,369.70,8.62,Industrial Products
1,XSPY,Spy Inc.,-0.38,-0.04,-22.75,0.00,0.00,13501634.00,13440000.00,0.81,-18.43,-1.37,Travel & Leisure
1,SQ,"Square, Inc.",,24.87,0.04,0.00,0.00,410428094.00,399817750.00,35321.44,1122.14,2.81,Application Software
1,SRCI,SRC Energy Inc.,,1.05,,0.00,0.00,,238150260.00,,1500.80,6.33,Oil & Gas - E&P
1,SSNC,SS&C Technologies Holdings Inc,49.36,2.45,0.38,-65.16,0.29,240481972.00,232916250.00,13420.03,4223.00,18.97,Application Software
1,Joe,ST JOE CO,13.43,1.80,0.59,0.00,0.00,60672034.00,64073320.00,999.73,534.10,8.09,Real Estate Services
1,STJ,St Jude Medical,34.86,5.11,0.19,-340.00,1.20,285600918.00,287725000.00,23082.27,4486.00,15.80,Medical Devices
1,SSI,STAGE STORES INC,-0.47,0.13,7.38,-5.79,0.21,28293608.00,27953000.00,53.36,262.92,9.41,Retail - Apparel & Specialty
1,STMP,STAMPS.COM INC,18.25,4.65,0.21,0.00,0.00,18102028.00,18792750.00,3878.90,652.64,36.61,Application Software
1,SMP,STANDARD MOTOR PRODUCTS INC,39.21,2.57,0.39,-18.44,0.82,22431618.00,22959990.00,1056.67,474.05,21.08,Autos
1,SWK,"STANLEY BLACK & DECKER, INC.",16.61,2.04,0.49,,,151060094.00,152524250.00,21788.53,8085.10,49.04,Industrial Products
1,SPLS,STAPLES INC,,,0.55,-311.00,,656713321.00,651000000.00,6731.31,3696.00,,Retail - Apparel & Specialty
1,ATRK,Star Alliance International Corp.,,,,,,,42480000.00,,-0.07,0.00,
1,SBUX,STARBUCKS CORP,20.86,80.15,0.01,-1743.40,1.26,1240600000.00,1394600000.00,76278.11,1175.80,0.85,Restaurants
1,SCX,STARRETT L S CO,-10.46,0.42,2.39,-0.70,0.10,7017372.00,7020750.00,42.53,86.99,12.40,Industrial Products
1,SRT,"StarTek, Inc.",,0.43,,0.00,,,19966500.00,104.43,316.03,13.04,Business Services
1,HOT,"STARWOOD HOTEL & RESORTS WORLDWIDE, INC",160.05,73.24,0.01,-257.00,1.53,169549884.00,169250000.00,13063.82,177.00,1.03,
1,STT,State Street Corp.,11.55,1.11,0.87,-799.00,2.16,379535689.00,374298500.00,31560.29,24553.00,56.47,Asset Management
1,SFAR,"Steadfast Apartment REIT, Inc.",,,,-22.95,0.45,51604300.00,51095602.00,,365.62,7.16,
1,SMRT,STEIN MART INC,-3.74,1.32,0.74,-0.19,0.00,47846438.00,46678750.00,103.05,40.96,0.87,Retail - Apparel & Specialty
1,STML,STEMLINE THERAPEUTICS INC,-3.72,4.69,0.18,0.00,0.00,31800694.00,27075372.00,,63.54,2.35,Biotechnology
1,SRCL,STERICYCLE INC,22.37,1.31,0.72,-34.30,0.40,90594855.00,86058677.00,4674.01,2932.60,34.06,Waste Management
1,STE,STERIS plc,31.99,3.23,0.31,-107.65,1.27,84499655.00,85562250.00,,3124.98,36.78,Medical Instruments & Equipment
1,HOMR,STEVVA Corp,,,,0.00,0.00,69819980.00,69819980.00,,-0.19,0.00,
1,SGY,STONE ENERGY CORP,,,0.46,,,19998701.00,,709.75,326.07,,Oil & Gas - E&P
1,SGM,STONEGATE MORTGAGE CORP,6.89,0.81,1.24,0.00,0.00,25854022.00,26008250.00,206.57,255.97,9.86,
1,IMMC,Stop Sleep Go Inc.,,,,0.00,0.00,46200000.00,45457300.00,,,,
1,STOR,STORE CAPITAL Corp,28.55,1.59,0.59,-244.56,1.23,212839096.00,198557347.00,5673.33,3618.70,18.26,REITs
1,SSYS,STRATASYS INC,25.39,2.31,0.42,0.00,0.00,21813585.00,21800753.00,480.99,203.88,9.57,Computer Hardware
1,STRT,STRATTEC SECURITY CORP,8.79,0.62,1.56,-2.04,0.56,3738357.00,3710500.00,134.86,187.93,45.63,Autos
1,STRM,STREAMLINE HEALTH SOLUTIONS INC.,-6.18,1.84,0.53,0.00,0.00,20127703.00,19847834.00,23.45,9.15,0.46,Application Software
1,SYK,STRYKER CORP,51.38,6.44,0.16,-687.00,1.84,374187286.00,380575000.00,65448.34,9860.00,26.35,Medical Devices
1,SEGN,SUCCESS ENTERTAINMENT GROUP INTERNATIONAL INC.,1139.34,2219.94,,0.00,0.00,,82925041.00,375.00,0.19,0.00,
1,SUI,SUN COMMUNITIES INC,,,,,,86359824.00,79958500.00,,,,REITs
1,SNHY,SUN HYDRAULICS CORP,35.62,2.24,0.42,-10.56,0.35,31967570.00,30088000.00,1615.84,526.51,17.50,Industrial Products
1,SXC,"SunCoke Energy Partners, L.P.",,,1.20,0.00,,46227148.00,,537.16,604.60,,Coal
1,SRZ,SUNRISE SENIOR LIVING INC,,,,,,58379015.00,,,142.70,,
1,RUN,Sunrun Inc.,15.05,1.08,0.90,0.00,0.00,111852426.00,114391500.00,1384.15,1401.49,8.89,Semiconductors
1,SHO,Sunstone Hotel Investors Inc,,0.82,1.20,-177.48,0.79,228247370.00,225210250.00,3549.25,4074.18,17.03,REITs
1,STI,SUNTRUST BANKS INC,,1.20,0.87,-902.00,1.93,449285214.00,471793500.00,30850.57,24139.00,47.34,Banks
1,SMCI,"Super Micro Computer, Inc.",12.04,0.92,1.08,0.00,0.00,48692992.00,51750500.00,718.22,777.03,16.09,Communication Equipment
1,SDPI,"Superior Drilling Products, Inc.",85.52,2.75,0.36,0.00,0.00,24550979.00,24972201.00,,15.97,0.65,Oil & Gas - Services
1,SUPN,SUPERNUS PHARMACEUTICALS INC,19.14,4.48,0.22,0.00,0.00,52257013.00,53970761.00,2506.81,421.94,8.15,Drug Manufacturers
1,SVU,SUPERVALU INC,27.44,2.44,,0.00,0.00,,38000000.00,1229.74,507.00,13.29,Retail - Defensive
1,SPRT,"Support.com, Inc.",-1.27,0.26,0.94,,,18913333.00,4692590.00,51.90,47.22,10.05,Application Software
1,SURF,"Surface Oncology, Inc.",,,,,,,,,106.02,,Biotechnology
1,SRDX,SURMODICS INC,-167.79,7.25,0.14,0.00,0.00,13398036.00,13157000.00,853.02,108.61,8.25,Medical Diagnostics & Research
1,SIVB,SVB FINANCIAL GROUP,,2.51,0.40,,,53250854.00,53736500.00,17012.96,5070.05,92.93,Banks
1,SYMC,SYMANTEC CORP,10.60,2.16,0.45,-207.00,0.33,638888439.00,675500000.00,12455.63,5950.00,9.54,Application Software
1,SYNA,SYNAPTICS Inc,-14.11,1.86,0.54,0.00,0.00,34618700.00,34850000.00,1353.07,710.10,20.52,Application Software
1,SNCR,SYNCHRONOSS TECHNOLOGIES INC,,0.52,1.89,,,42474351.00,41542000.00,,480.18,7.02,Application Software
1,SYF,Synchrony Financial,8.74,1.49,0.71,-501.00,0.66,718731714.00,762625000.00,23190.88,13996.00,18.49,Credit Services
1,SNX,SYNNEX CORP,11.52,1.39,0.56,-53.80,1.36,51161022.00,39764500.00,3537.96,2327.36,58.89,Business Services
1,SNPS,SYNOPSYS INC,29.52,3.66,0.27,0.00,0.00,149515012.00,153393000.00,13564.61,3485.02,23.34,Application Software
1,SYNT,SYNTEL INC,19.15,52.60,0.02,0.00,0.00,82968320.00,83409250.00,3399.21,64.81,0.00,Application Software
1,SYUT,"Synutra International, Inc.",17.07,2.52,0.40,0.00,0.00,56691000.00,57083000.00,342.98,136.80,2.33,
1,SYRS,"Syros Pharmaceuticals, Inc.",-4.07,2.55,0.36,0.00,0.00,33654604.00,30827338.00,,94.84,3.08,Biotechnology
1,SYY,SYSCO CORP,22.78,12.72,,-734.52,1.41,,528082615.00,37860.23,2675.46,5.06,Retail - Defensive
1,TMUS,"T-Mobile US, Inc.",11.72,,,-14.00,,848393022.00,862655936.00,58111.61,24355.00,,Communication Services
1,TROW,T. Rowe Price Group,13.46,3.29,0.31,-664.60,2.74,240654698.00,248025000.00,26585.61,7321.10,26.59,Asset Management
1,TTOO,"T2 Biosystems, Inc.",-3.29,7.50,0.12,0.00,0.00,44038754.00,38500706.00,282.74,23.76,0.62,Medical Diagnostics & Research
1,TBTC,TABLE TRAC INC,11.84,2.88,0.34,0.00,0.00,4518602.00,4489602.00,11.25,3.96,0.88,Entertainment
1,DATA,Tableau Software Inc,-72.87,9.24,0.11,0.00,0.00,82943540.00,81670500.00,8767.13,959.75,11.75,Application Software
1,TRHC,"Tabula Rasa HealthCare, Inc.",-58.48,14.56,0.06,0.00,0.00,20465936.00,,1575.50,97.60,5.24,Application Software
1,TCMD,TACTILE SYSTEMS TECHNOLOGY INC,151.99,11.84,0.08,0.00,0.00,18415699.00,19680328.00,1150.84,83.42,4.62,Medical Devices
1,TAGG,TagLikeMe Corp.,,0.00,0.00,,,4549286560.00,,0.00,-2.38,0.00,
